area_sqft,bhk,bathrooms,balconies,parking,age_years,floor,total_floors,property_type,furnishing,availability,location,amenities_score,distance_to_center_km,nearby_schools,nearby_hospitals,price
1388,3,3,1.0,,3,3,7,Villa,Furnished,Ready to Move,Electronic City,3.9,20.9,3.0,1,11200000
1081,3,4,3.0,1.0,6,3,10,Apartment,Semi-Furnished,Under Construction,Jayanagar,7.4,8.3,1.0,0,10640000
2417,5,5,1.0,1.0,4,1,3,Villa,Unfurnished,Ready to Move,Electronic City,3.5,21.9,0.0,3,17960000
1255,3,3,2.0,0.0,1,1,3,Apartment,Furnished,Ready to Move,Jayanagar,7.2,9.2,4.0,1,18030000
1002,2,2,3.0,1.0,2,3,7,Villa,Furnished,Ready to Move,Banashankari,5.1,2.3,2.0,0,12300000
737,1,2,2.0,1.0,2,5,5,Apartment,Semi-Furnished,Ready to Move,Koramangala,10.0,8.6,5.0,0,9660000
2415,5,6,3.0,2.0,38,5,15,Independent House,Unfurnished,Ready to Move,Marathahalli,2.1,16.7,7.0,4,11750000
755,2,2,0.0,0.0,3,13,20,Independent House,Unfurnished,Ready to Move,Electronic City,1.8,21.8,2.0,7,4730000
929,2,2,2.0,2.0,1,4,10,Independent House,Unfurnished,Ready to Move,Koramangala,8.1,3.8,5.0,1,12680000
2412,4,4,1.0,1.0,13,5,10,Independent House,Unfurnished,Ready to Move,Koramangala,6.9,5.9,2.0,1,34820000
994,3,4,2.0,2.0,4,1,3,Apartment,Unfurnished,Under Construction,Yelahanka,3.3,12.9,3.0,1,4150000
1226,2,2,2.0,0.0,4,9,10,Apartment,Unfurnished,Ready to Move,Yelahanka,1.3,16.1,1.0,1,4540000
1931,4,5,1.0,1.0,6,11,15,Apartment,Semi-Furnished,Ready to Move,Yelahanka,1.6,16.5,4.0,2,9070000
2388,5,5,1.0,1.0,7,6,10,Villa,Furnished,Under Construction,Banashankari,7.8,1.9,4.0,1,23490000
373,1,2,2.0,1.0,7,5,5,Independent House,Semi-Furnished,Ready to Move,HSR Layout,6.0,11.0,2.0,0,4670000
2282,4,4,0.0,0.0,0,9,15,Apartment,Unfurnished,Ready to Move,Electronic City,1.6,17.9,2.0,1,12090000
917,2,3,2.0,1.0,13,8,25,Independent House,Furnished,Ready to Move,Marathahalli,3.8,17.2,1.0,2,7530000
1447,3,3,0.0,0.0,1,3,7,Independent House,Furnished,Under Construction,Indiranagar,10.0,9.0,3.0,2,27330000
1639,4,4,3.0,1.0,2,2,5,Independent House,Unfurnished,Under Construction,Electronic City,5.1,26.5,3.0,0,8180000
2621,5,6,1.0,1.0,1,6,7,Independent House,Unfurnished,Under Construction,Electronic City,1.1,21.0,0.0,3,13140000
857,2,3,2.0,1.0,11,2,3,Apartment,Unfurnished,Ready to Move,Marathahalli,2.8,13.0,1.0,3,4940000
930,2,2,0.0,2.0,7,2,20,Apartment,Semi-Furnished,Under Construction,Marathahalli,4.3,8.1,5.0,2,5250000
476,1,2,1.0,1.0,11,19,20,Apartment,Unfurnished,Ready to Move,Koramangala,7.9,6.0,2.0,0,4640000
970,3,3,1.0,1.0,8,3,10,Apartment,Unfurnished,Under Construction,Indiranagar,6.3,1.0,2.0,1,11530000
850,1,1,1.0,1.0,0,13,15,Villa,Semi-Furnished,Ready to Move,Jayanagar,4.5,1.7,0.0,0,12530000
690,2,2,0.0,1.0,2,1,10,Independent House,Semi-Furnished,Ready to Move,Marathahalli,2.4,13.1,1.0,8,5680000
569,1,1,2.0,2.0,5,5,7,Independent House,Semi-Furnished,Ready to Move,HSR Layout,3.7,6.7,2.0,6,7050000
613,2,3,0.0,2.0,2,8,10,Villa,Semi-Furnished,Ready to Move,Sarjapur Road,3.0,15.1,1.0,2,5280000
330,1,1,2.0,2.0,1,9,15,Apartment,Unfurnished,Ready to Move,Whitefield,6.1,20.1,4.0,3,2180000
2039,4,4,1.0,2.0,16,7,15,Apartment,Semi-Furnished,Ready to Move,Electronic City,2.3,24.6,0.0,2,12220000
983,2,2,1.0,2.0,11,1,3,Apartment,Semi-Furnished,Ready to Move,Hebbal,6.6,13.6,1.0,1,8550000
1189,2,2,1.0,1.0,3,8,10,Apartment,Semi-Furnished,Ready to Move,Jayanagar,6.7,6.6,2.0,2,13460000
2159,4,5,2.0,2.0,11,1,7,Apartment,Semi-Furnished,Ready to Move,HSR Layout,6.1,13.4,1.0,4,19880000
1358,3,4,1.0,2.0,7,12,15,Apartment,Unfurnished,Ready to Move,Sarjapur Road,1.2,18.4,,5,7370000
769,2,2,1.0,0.0,0,9,10,Apartment,Unfurnished,Under Construction,Jayanagar,8.4,4.4,4.0,1,6530000
714,1,1,1.0,0.0,3,1,7,Apartment,Unfurnished,Ready to Move,Hebbal,5.2,9.7,4.0,4,6050000
1660,3,4,0.0,1.0,2,11,15,Villa,Unfurnished,Ready to Move,Sarjapur Road,1.3,19.7,3.0,0,11410000
713,2,2,0.0,2.0,1,2,10,Apartment,Unfurnished,Ready to Move,Marathahalli,4.6,10.7,4.0,1,4830000
1410,3,3,0.0,1.0,2,5,7,Apartment,Unfurnished,Under Construction,Indiranagar,7.8,6.0,6.0,2,15710000
977,2,2,1.0,1.0,22,3,20,Apartment,Semi-Furnished,Ready to Move,Koramangala,8.1,2.7,6.0,3,9920000
884,2,2,2.0,1.0,5,2,5,Independent House,Unfurnished,Ready to Move,HSR Layout,6.7,7.5,5.0,0,10870000
1616,3,4,1.0,0.0,15,3,3,Apartment,Furnished,Under Construction,Electronic City,5.2,19.4,2.0,3,8290000
1632,3,3,1.0,2.0,1,3,5,Apartment,Furnished,Ready to Move,Marathahalli,2.3,16.9,3.0,2,16300000
1923,4,5,0.0,2.0,1,5,5,Villa,Semi-Furnished,Ready to Move,Jayanagar,7.5,3.4,1.0,3,38100000
519,1,1,2.0,2.0,17,3,10,Apartment,Semi-Furnished,Ready to Move,HSR Layout,8.3,9.2,8.0,1,4780000
1819,3,3,1.0,0.0,5,9,10,Independent House,Furnished,Ready to Move,Whitefield,8.1,18.6,3.0,1,16420000
652,1,2,2.0,2.0,18,2,7,Apartment,Semi-Furnished,Ready to Move,Jayanagar,8.2,9.2,6.0,1,6830000
1420,3,4,2.0,1.0,0,5,5,Apartment,Furnished,Ready to Move,HSR Layout,6.9,14.6,2.0,3,19360000
1348,4,5,2.0,1.0,19,4,5,Apartment,Furnished,Under Construction,Sarjapur Road,4.1,20.7,1.0,0,8860000
1015,2,2,1.0,1.0,4,5,10,Villa,Furnished,Ready to Move,Whitefield,6.7,18.9,3.0,3,12940000
2279,4,5,1.0,1.0,1,5,10,Apartment,Semi-Furnished,Ready to Move,Marathahalli,3.6,15.0,4.0,2,16330000
628,3,3,1.0,2.0,9,1,7,Apartment,Unfurnished,Ready to Move,Yelahanka,4.2,13.3,1.0,1,3010000
2100,4,4,3.0,1.0,12,2,5,Apartment,Unfurnished,Ready to Move,Koramangala,10.0,4.6,3.0,2,25920000
1283,3,4,2.0,2.0,0,3,3,Apartment,Semi-Furnished,Ready to Move,Indiranagar,8.5,1.0,3.0,1,24050000
908,2,3,1.0,1.0,34,2,3,Apartment,Semi-Furnished,Under Construction,Whitefield,1.3,20.7,6.0,2,3930000
777,2,3,3.0,1.0,9,2,5,Villa,Unfurnished,Ready to Move,Marathahalli,2.7,13.8,1.0,1,6240000
921,2,3,1.0,1.0,3,12,15,Villa,Unfurnished,Ready to Move,Jayanagar,7.1,7.3,1.0,4,12980000
1214,2,2,1.0,1.0,1,6,7,Apartment,Semi-Furnished,Under Construction,Electronic City,2.1,22.0,2.0,1,5360000
1275,3,3,0.0,2.0,3,2,3,Apartment,Semi-Furnished,Ready to Move,Jayanagar,6.1,8.5,1.0,6,14220000
1670,3,4,1.0,1.0,1,2,10,Villa,Semi-Furnished,Ready to Move,Yelahanka,2.6,13.7,1.0,4,11550000
2348,5,5,2.0,1.0,5,9,10,Apartment,Semi-Furnished,Ready to Move,Koramangala,8.8,6.3,5.0,2,36270000
1094,2,2,2.0,2.0,12,4,7,Apartment,Semi-Furnished,Ready to Move,Whitefield,2.9,21.4,5.0,2,6080000
1400,3,3,2.0,1.0,8,1,5,Apartment,Unfurnished,Ready to Move,Hebbal,4.1,15.3,6.0,2,9090000
2140,4,4,1.0,0.0,4,9,15,Villa,Furnished,Ready to Move,Marathahalli,6.1,17.5,3.0,0,21120000
2002,4,5,2.0,1.0,1,6,10,Independent House,Unfurnished,Ready to Move,Yelahanka,2.3,13.1,2.0,2,12310000
1071,2,2,2.0,1.0,25,5,7,Villa,Furnished,Under Construction,Marathahalli,5.1,15.6,0.0,2,7850000
681,3,3,1.0,2.0,2,5,7,Apartment,Furnished,Ready to Move,Hebbal,5.0,8.5,2.0,2,6750000
680,2,3,1.0,0.0,2,5,5,Apartment,Semi-Furnished,Under Construction,Indiranagar,8.6,8.5,3.0,3,8720000
1029,2,2,2.0,1.0,8,6,15,Independent House,Semi-Furnished,Ready to Move,Sarjapur Road,4.8,15.4,3.0,0,7720000
561,2,3,2.0,0.0,11,7,10,Apartment,Semi-Furnished,Under Construction,Yelahanka,0.2,14.9,3.0,2,2450000
1787,4,4,2.0,0.0,33,3,3,Independent House,Furnished,Ready to Move,Marathahalli,4.7,14.7,2.0,1,11590000
1384,3,4,0.0,1.0,27,1,7,Independent House,Unfurnished,Ready to Move,Koramangala,8.8,6.2,4.0,4,16430000
1168,3,3,0.0,1.0,19,18,20,Apartment,Semi-Furnished,Ready to Move,HSR Layout,7.6,11.1,0.0,5,12390000
2412,5,5,2.0,1.0,4,4,10,Independent House,Unfurnished,Under Construction,Koramangala,7.4,6.3,1.0,3,34370000
579,1,1,2.0,1.0,1,3,7,Apartment,Furnished,Ready to Move,HSR Layout,6.3,10.0,3.0,1,7670000
1682,3,3,1.0,1.0,7,5,10,Independent House,Furnished,Ready to Move,Electronic City,0.0,22.7,2.0,2,11310000
1131,3,4,2.0,1.0,0,3,5,Apartment,Semi-Furnished,Ready to Move,Jayanagar,5.7,1.0,4.0,4,13410000
840,2,2,3.0,0.0,1,3,10,Apartment,Semi-Furnished,Ready to Move,Marathahalli,4.3,17.1,3.0,3,5630000
1195,3,4,3.0,2.0,0,9,10,Villa,Unfurnished,Ready to Move,Indiranagar,10.0,4.1,1.0,3,24180000
489,2,2,2.0,0.0,1,2,20,Independent House,Semi-Furnished,Ready to Move,Marathahalli,6.8,12.7,7.0,2,3790000
2056,4,5,1.0,0.0,5,4,10,Apartment,Furnished,Ready to Move,Whitefield,3.8,25.8,5.0,0,18340000
1127,2,3,2.0,1.0,3,4,7,Apartment,Semi-Furnished,Under Construction,Whitefield,5.6,11.9,4.0,1,7730000
1143,2,2,0.0,2.0,3,5,15,Apartment,Semi-Furnished,Ready to Move,Koramangala,7.8,4.3,1.0,3,15580000
1156,3,3,2.0,2.0,14,2,20,Apartment,Furnished,Ready to Move,Jayanagar,4.2,1.0,1.0,2,14260000
712,2,3,0.0,1.0,8,4,10,Apartment,Semi-Furnished,Ready to Move,HSR Layout,7.2,11.0,1.0,0,6730000
954,2,2,2.0,0.0,22,3,3,Apartment,Furnished,Ready to Move,HSR Layout,9.1,7.9,2.0,3,9560000
1107,2,2,2.0,1.0,4,3,20,Apartment,Semi-Furnished,Ready to Move,Electronic City,2.8,13.2,3.0,1,5560000
979,2,3,2.0,2.0,2,5,5,Apartment,Unfurnished,Under Construction,Hebbal,3.6,15.3,3.0,1,6910000
1481,3,4,2.0,1.0,1,3,5,Apartment,Semi-Furnished,Ready to Move,Whitefield,4.4,16.1,1.0,1,11530000
1719,3,4,0.0,1.0,8,6,7,Apartment,Furnished,Ready to Move,Marathahalli,3.8,16.8,8.0,0,14840000
1193,3,3,2.0,0.0,14,4,7,Apartment,Semi-Furnished,Under Construction,Marathahalli,7.9,11.1,1.0,5,6320000
1338,3,3,1.0,0.0,1,1,15,Independent House,Semi-Furnished,Under Construction,Hebbal,6.5,10.6,1.0,3,11660000
1260,2,3,1.0,1.0,16,3,7,Apartment,Furnished,Ready to Move,Yelahanka,3.2,9.1,4.0,2,6140000
912,2,2,3.0,0.0,5,3,3,Independent House,Furnished,Under Construction,Whitefield,0.0,21.3,2.0,1,8820000
1045,3,3,2.0,1.0,1,7,10,Villa,Furnished,Ready to Move,Koramangala,7.8,2.3,2.0,2,25430000
1732,4,5,2.0,1.0,8,2,10,Villa,Semi-Furnished,Ready to Move,Yelahanka,5.8,14.9,3.0,2,11510000
771,2,2,1.0,1.0,5,14,15,Villa,Semi-Furnished,Under Construction,Indiranagar,8.8,4.7,3.0,3,12370000
1017,2,2,2.0,0.0,0,5,7,Independent House,Furnished,Under Construction,Jayanagar,7.9,1.1,2.0,4,12490000
1149,3,4,2.0,1.0,4,3,3,Apartment,Semi-Furnished,Ready to Move,Marathahalli,4.6,16.1,4.0,2,8740000
1475,3,3,2.0,2.0,12,1,10,Apartment,Semi-Furnished,Ready to Move,Marathahalli,3.3,12.3,4.0,3,11060000
1193,3,3,3.0,0.0,6,3,5,Villa,Semi-Furnished,Under Construction,Yelahanka,5.5,22.9,5.0,5,7270000
316,1,1,1.0,1.0,2,1,3,Apartment,Semi-Furnished,Ready to Move,Banashankari,5.0,6.6,7.0,3,2350000
1485,3,3,2.0,2.0,21,11,15,Independent House,Unfurnished,Ready to Move,Sarjapur Road,2.6,16.8,5.0,2,8110000
566,1,2,2.0,1.0,2,2,7,Apartment,Unfurnished,Under Construction,HSR Layout,6.4,5.9,2.0,0,5030000
1544,3,3,1.0,0.0,2,4,10,Villa,Semi-Furnished,Ready to Move,Yelahanka,5.1,11.2,5.0,3,10340000
1730,4,4,1.0,0.0,3,3,10,Apartment,Semi-Furnished,Ready to Move,Whitefield,2.1,22.6,6.0,7,13980000
1181,3,3,3.0,1.0,17,5,7,Apartment,Furnished,Ready to Move,HSR Layout,6.7,13.2,4.0,2,15870000
1026,2,3,0.0,1.0,5,2,3,Apartment,Unfurnished,Ready to Move,Yelahanka,3.1,14.3,3.0,2,4220000
3650,5,6,1.0,1.0,9,6,7,Villa,Semi-Furnished,Ready to Move,HSR Layout,4.0,10.4,6.0,1,62180000
2004,4,4,1.0,2.0,29,5,5,Independent House,Furnished,Ready to Move,HSR Layout,7.5,13.7,1.0,1,26870000
1518,3,3,0.0,1.0,12,7,25,Apartment,Semi-Furnished,Ready to Move,Koramangala,8.4,4.9,5.0,4,21120000
888,2,3,2.0,1.0,1,5,15,Independent House,Semi-Furnished,Under Construction,Hebbal,6.3,13.5,4.0,3,8600000
656,2,2,1.0,2.0,12,6,10,Apartment,Furnished,Ready to Move,Jayanagar,8.4,6.3,3.0,3,7140000
2386,4,4,1.0,1.0,11,1,3,Apartment,Semi-Furnished,Under Construction,Marathahalli,3.9,12.0,5.0,2,15160000
1654,3,3,2.0,1.0,2,4,5,Apartment,Semi-Furnished,Ready to Move,HSR Layout,5.5,11.2,3.0,2,19610000
2284,4,4,1.0,0.0,3,11,15,Apartment,Furnished,Ready to Move,Sarjapur Road,1.5,23.6,3.0,1,18290000
915,2,3,2.0,1.0,9,10,20,Apartment,Unfurnished,Under Construction,Sarjapur Road,2.7,16.4,3.0,1,4260000
1063,2,3,2.0,1.0,2,3,3,Apartment,Semi-Furnished,Ready to Move,Electronic City,3.3,24.6,1.0,4,5890000
3300,5,6,2.0,1.0,1,1,20,Villa,Furnished,Ready to Move,Electronic City,1.9,22.5,5.0,1,31030000
1853,3,4,2.0,0.0,9,2,7,Villa,Semi-Furnished,Under Construction,HSR Layout,7.2,8.2,3.0,1,22170000
1137,2,3,0.0,1.0,17,1,5,Apartment,Furnished,Ready to Move,Banashankari,3.3,10.7,5.0,2,9360000
962,2,3,0.0,0.0,0,3,5,Apartment,Unfurnished,Ready to Move,Marathahalli,1.4,16.3,2.0,1,6420000
1033,3,3,1.0,0.0,4,10,15,Apartment,Semi-Furnished,Under Construction,Yelahanka,2.1,17.7,2.0,6,4020000
567,1,1,0.0,0.0,7,3,10,Apartment,Semi-Furnished,Ready to Move,Electronic City,3.6,27.2,3.0,1,2590000
1471,3,4,1.0,0.0,9,4,15,Apartment,Semi-Furnished,Ready to Move,Hebbal,3.1,17.5,5.0,2,11250000
1084,2,2,1.0,1.0,44,1,5,Apartment,Unfurnished,Under Construction,Sarjapur Road,2.3,18.2,2.0,4,2860000
1779,3,3,2.0,2.0,9,4,10,Independent House,Unfurnished,Under Construction,Sarjapur Road,2.7,17.7,2.0,2,9350000
931,2,2,1.0,2.0,7,4,5,Independent House,Furnished,Ready to Move,Banashankari,3.9,3.7,5.0,4,9290000
3976,5,5,1.0,2.0,36,3,3,Apartment,Furnished,Ready to Move,Electronic City,3.8,26.6,1.0,2,23020000
615,2,2,1.0,0.0,0,3,5,Apartment,Semi-Furnished,Under Construction,Koramangala,9.0,3.8,5.0,2,7790000
1517,3,3,1.0,0.0,0,5,15,Apartment,Semi-Furnished,Ready to Move,Marathahalli,3.3,12.2,4.0,4,9850000
462,1,1,2.0,1.0,6,10,10,Independent House,Semi-Furnished,Ready to Move,Sarjapur Road,2.1,15.2,4.0,2,3540000
865,3,4,2.0,2.0,3,3,5,Apartment,Furnished,Ready to Move,Marathahalli,4.2,11.2,2.0,3,7040000
2687,5,6,2.0,1.0,0,1,7,Apartment,Semi-Furnished,Ready to Move,HSR Layout,7.1,15.3,2.0,0,35360000
1417,4,5,2.0,1.0,2,8,15,Villa,Furnished,Ready to Move,Jayanagar,9.1,8.7,7.0,3,28470000
1354,3,4,2.0,0.0,8,3,7,Apartment,Furnished,Under Construction,Electronic City,5.1,17.5,2.0,1,7820000
1409,3,3,2.0,0.0,17,19,20,Apartment,Semi-Furnished,Ready to Move,Indiranagar,6.8,1.0,2.0,1,21060000
2447,4,4,0.0,1.0,0,12,20,Apartment,Unfurnished,Ready to Move,Marathahalli,3.8,14.4,1.0,2,16690000
1396,4,4,0.0,1.0,6,4,10,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,4.4,15.0,3.0,2,9890000
3308,5,6,2.0,0.0,2,7,10,Apartment,Furnished,Ready to Move,HSR Layout,5.1,9.2,1.0,1,49560000
968,2,2,1.0,2.0,8,2,10,Apartment,Semi-Furnished,Ready to Move,Electronic City,2.8,26.7,1.0,4,5500000
3376,5,6,1.0,2.0,6,2,7,Apartment,Furnished,Ready to Move,HSR Layout,7.3,13.2,3.0,1,49790000
867,2,2,0.0,2.0,20,3,7,Apartment,Furnished,Under Construction,Koramangala,8.4,1.0,4.0,0,9890000
696,2,3,1.0,2.0,0,1,5,Independent House,Semi-Furnished,Under Construction,Hebbal,5.0,9.0,5.0,2,5950000
416,1,1,2.0,0.0,5,12,20,Apartment,Semi-Furnished,Ready to Move,Yelahanka,2.0,16.7,3.0,2,1620000
704,2,3,1.0,2.0,1,9,15,Apartment,Semi-Furnished,Under Construction,Electronic City,1.2,25.4,1.0,1,3850000
1533,3,3,1.0,1.0,6,2,3,Villa,Unfurnished,Ready to Move,Sarjapur Road,3.2,15.5,5.0,2,11480000
2590,4,4,1.0,2.0,15,6,10,Independent House,Semi-Furnished,Under Construction,Yelahanka,2.9,17.1,2.0,2,14780000
1241,3,3,2.0,0.0,19,6,7,Independent House,Unfurnished,Under Construction,Hebbal,2.8,10.6,2.0,3,7600000
1576,3,4,2.0,1.0,4,11,15,Apartment,Furnished,Ready to Move,Koramangala,8.1,9.3,3.0,1,26830000
973,3,3,1.0,0.0,13,2,7,Apartment,Furnished,Ready to Move,Banashankari,5.3,9.9,4.0,1,7850000
1450,3,4,2.0,0.0,2,6,10,Villa,Unfurnished,Ready to Move,Electronic City,2.3,21.4,2.0,0,9090000
1077,2,3,1.0,2.0,0,3,5,Villa,Semi-Furnished,Ready to Move,Electronic City,3.9,17.5,1.0,3,7830000
1420,4,5,2.0,2.0,15,4,10,Apartment,Semi-Furnished,Ready to Move,Whitefield,4.7,16.8,3.0,3,13000000
1342,3,3,2.0,1.0,1,6,7,Independent House,Furnished,Ready to Move,Indiranagar,8.2,1.0,2.0,6,31340000
1600,3,3,3.0,1.0,0,2,5,Apartment,Semi-Furnished,Ready to Move,Whitefield,3.7,20.8,4.0,2,11870000
578,3,3,1.0,1.0,3,1,10,Independent House,Unfurnished,Ready to Move,HSR Layout,5.8,12.0,9.0,2,6330000
2534,4,5,0.0,1.0,3,1,10,Independent House,Unfurnished,Under Construction,Electronic City,2.0,24.1,3.0,1,13570000
1017,2,3,1.0,2.0,0,23,25,Villa,Unfurnished,Ready to Move,Hebbal,5.5,10.2,2.0,0,12320000
1086,2,3,0.0,1.0,13,1,10,Independent House,Furnished,Ready to Move,Yelahanka,1.7,19.8,4.0,3,6280000
1284,3,3,1.0,1.0,4,5,10,Villa,Semi-Furnished,Ready to Move,Electronic City,2.2,26.8,4.0,2,8810000
917,3,3,1.0,2.0,5,10,20,Apartment,Furnished,Ready to Move,Hebbal,5.7,10.0,0.0,1,8730000
2213,4,5,1.0,1.0,2,11,15,Apartment,Semi-Furnished,Ready to Move,Hebbal,4.6,15.5,1.0,5,22810000
934,2,2,3.0,1.0,5,8,10,Apartment,Semi-Furnished,Under Construction,Sarjapur Road,3.8,18.4,1.0,1,4650000
956,2,3,1.0,2.0,11,6,10,Apartment,Furnished,Ready to Move,Koramangala,5.4,2.4,3.0,0,16040000
2435,4,4,3.0,2.0,18,14,20,Villa,Furnished,Ready to Move,Sarjapur Road,2.9,21.7,2.0,0,22690000
1613,3,3,2.0,2.0,28,3,10,Apartment,Unfurnished,Ready to Move,Yelahanka,5.5,12.4,1.0,2,6780000
1937,3,4,2.0,1.0,4,14,15,Apartment,Unfurnished,Under Construction,Sarjapur Road,1.0,13.5,3.0,2,10840000
979,2,2,3.0,1.0,36,2,3,Apartment,Unfurnished,Ready to Move,Electronic City,6.0,20.8,2.0,2,3530000
818,2,2,2.0,1.0,2,14,15,Independent House,Furnished,Under Construction,Jayanagar,7.1,5.3,9.0,3,11960000
1347,3,4,2.0,0.0,0,7,7,Apartment,Furnished,Ready to Move,Marathahalli,3.2,9.1,7.0,2,11070000
1028,2,3,1.0,1.0,11,2,5,Apartment,Unfurnished,Under Construction,Jayanagar,6.4,7.5,1.0,3,8890000
2406,4,5,1.0,1.0,1,4,15,Apartment,Unfurnished,Ready to Move,Whitefield,6.2,17.7,4.0,0,21290000
989,3,4,3.0,1.0,0,9,10,Villa,Semi-Furnished,Ready to Move,Electronic City,0.0,18.1,1.0,1,7550000
951,2,2,1.0,2.0,20,1,7,Apartment,Semi-Furnished,Under Construction,Hebbal,7.1,13.9,1.0,3,6790000
1850,3,3,0.0,2.0,12,1,7,Villa,Semi-Furnished,Ready to Move,Hebbal,5.4,10.7,2.0,4,23860000
1332,3,3,2.0,0.0,0,5,5,Apartment,Furnished,Ready to Move,Koramangala,9.5,7.2,3.0,1,22210000
1126,2,2,2.0,1.0,12,1,3,Apartment,Furnished,Ready to Move,Banashankari,2.0,9.4,2.0,4,8540000
1043,2,2,2.0,2.0,14,6,7,Independent House,Unfurnished,Ready to Move,Electronic City,3.0,21.4,0.0,4,5660000
1131,2,3,0.0,1.0,18,4,5,Apartment,Unfurnished,Under Construction,Marathahalli,0.5,17.3,2.0,5,4790000
1173,3,3,2.0,2.0,6,3,7,Apartment,Semi-Furnished,Under Construction,Sarjapur Road,5.5,19.3,1.0,3,6530000
1174,3,4,1.0,2.0,9,7,15,Apartment,Semi-Furnished,Ready to Move,Hebbal,3.5,11.9,4.0,0,9760000
1405,3,3,3.0,1.0,11,3,5,Apartment,Furnished,Ready to Move,Yelahanka,1.5,17.5,3.0,3,7750000
970,3,3,0.0,1.0,9,2,3,Apartment,Semi-Furnished,Ready to Move,Electronic City,0.4,23.6,2.0,1,4890000
1324,3,3,2.0,1.0,8,20,20,Apartment,Semi-Furnished,Ready to Move,Hebbal,5.7,8.7,4.0,4,11950000
1470,3,4,0.0,1.0,6,10,15,Apartment,Semi-Furnished,Ready to Move,Koramangala,8.1,11.1,2.0,2,20530000
1899,3,3,0.0,1.0,5,2,3,Apartment,Unfurnished,Ready to Move,Sarjapur Road,2.5,18.2,4.0,4,10590000
1026,2,2,1.0,2.0,44,3,3,Villa,Semi-Furnished,Under Construction,Sarjapur Road,4.1,18.3,4.0,2,5270000
2250,4,5,1.0,2.0,3,7,10,Independent House,Furnished,Ready to Move,Marathahalli,2.8,8.7,1.0,2,23440000
1726,3,3,2.0,1.0,0,7,7,Apartment,Furnished,Under Construction,HSR Layout,3.7,10.4,5.0,3,22310000
1614,4,4,0.0,2.0,11,2,15,Apartment,Unfurnished,Ready to Move,Yelahanka,2.5,16.5,3.0,2,8290000
1353,3,4,1.0,1.0,1,7,7,Apartment,Semi-Furnished,Ready to Move,Koramangala,10.0,1.0,3.0,2,20490000
1410,2,2,1.0,2.0,6,14,25,Apartment,Semi-Furnished,Ready to Move,Whitefield,5.8,16.9,2.0,2,10690000
1377,3,3,2.0,0.0,0,9,10,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,4.3,15.3,4.0,2,9350000
1162,2,3,0.0,1.0,7,2,3,Apartment,Semi-Furnished,Under Construction,Indiranagar,9.0,4.1,4.0,1,14500000
1669,3,3,1.0,1.0,23,4,7,Apartment,Furnished,Under Construction,Hebbal,4.5,12.6,1.0,1,11610000
986,3,3,2.0,1.0,10,6,10,Apartment,Unfurnished,Ready to Move,Electronic City,4.4,21.3,1.0,0,5290000
2124,4,4,3.0,0.0,1,3,5,Apartment,Semi-Furnished,Ready to Move,Koramangala,8.8,4.9,4.0,3,35750000
1441,3,3,2.0,2.0,28,1,3,Independent House,Furnished,Ready to Move,Hebbal,4.9,14.0,3.0,2,13270000
1492,3,3,2.0,1.0,2,2,3,Apartment,Furnished,Ready to Move,Jayanagar,7.0,7.6,3.0,3,21610000
806,2,2,0.0,2.0,4,2,10,Villa,Unfurnished,Ready to Move,Koramangala,5.6,5.1,3.0,2,12690000
2174,5,5,2.0,1.0,5,6,10,Independent House,Semi-Furnished,Under Construction,Sarjapur Road,2.9,18.9,3.0,4,14740000
1809,4,4,2.0,0.0,37,2,3,Apartment,Unfurnished,Ready to Move,Jayanagar,4.9,6.9,2.0,3,13920000
1372,3,4,3.0,1.0,0,9,10,Apartment,Furnished,Ready to Move,Marathahalli,2.2,13.6,2.0,3,12170000
1175,2,3,1.0,2.0,9,2,10,Apartment,Semi-Furnished,Under Construction,Indiranagar,9.4,3.0,3.0,0,15820000
1908,3,4,3.0,1.0,3,15,20,Apartment,Unfurnished,Ready to Move,Hebbal,3.1,11.7,3.0,0,16380000
1215,2,2,1.0,0.0,0,9,15,Apartment,Semi-Furnished,Ready to Move,Hebbal,6.2,14.0,3.0,7,10540000
1640,3,3,2.0,2.0,21,10,20,Villa,Semi-Furnished,Under Construction,Sarjapur Road,5.2,19.9,1.0,3,9710000
759,2,2,1.0,1.0,7,2,25,Apartment,Unfurnished,Ready to Move,Whitefield,4.2,21.5,5.0,2,5220000
1285,3,4,1.0,1.0,11,6,7,Apartment,Furnished,Ready to Move,Hebbal,4.1,10.6,0.0,3,13360000
1458,3,3,1.0,1.0,2,5,10,Villa,Unfurnished,Ready to Move,Marathahalli,5.5,13.4,5.0,3,10320000
829,2,2,1.0,1.0,11,3,7,Independent House,Semi-Furnished,Under Construction,Sarjapur Road,4.5,17.4,4.0,0,4830000
1561,3,3,2.0,1.0,14,2,10,Apartment,Semi-Furnished,Ready to Move,Electronic City,5.1,20.2,2.0,3,8280000
2288,4,4,2.0,2.0,4,5,5,Villa,Furnished,Ready to Move,Yelahanka,1.4,18.7,4.0,0,20120000
1051,2,2,2.0,2.0,6,7,10,Apartment,Unfurnished,Ready to Move,Sarjapur Road,3.3,12.5,4.0,2,6310000
1687,3,3,1.0,1.0,28,3,3,Apartment,Semi-Furnished,Ready to Move,Whitefield,4.0,26.1,2.0,0,10970000
